Zosma1g00670	mitogen-activated protein kinase kinase 3
Zosma1g00680	AP-1 complex subunit mu
Zosma1g00690	Hydrolase, alpha/beta fold family protein
Zosma1g00700	n/a
Zosma1g00710	Carboxyl-terminal-processing protease
Zosma1g00720	Aspartic proteinase, putative
Zosma1g00730	Dihydroflavonol-4-reductase 
Zosma1g00740	n/a
Zosma1g00750	Outward rectifying potassium channel
Zosma1g00760	26S protease regulatory subunit 6A homolog 
Zosma1g00770	unknownprotein
Zosma1g00780	Phage shock protein A, PspA
Zosma1g00790	C2 domain-containing protein-like
Zosma1g00800	n/a
Zosma1g00810	C2 domain-containing protein-like
Zosma1g00820	n/a
Zosma1g00830	Plant protein of unknown function (DUF639)
Zosma1g00840	n/a
Zosma1g00850	Bilirubin oxidase
Zosma1g00860	n/a
Zosma1g00870	unknown protein
Zosma1g00880	n/a
Zosma1g00890	n/a
Zosma1g00900	n/a
Zosma1g00910	Polygalacturonase, family GH28
Zosma1g00920	n/a
Zosma1g00930	n/a
Zosma1g00940	Mediator of RNA polymerase II transcription subunit 25
Zosma1g00950	n/a
Zosma1g00960	n/a
Zosma1g00970	WD-repeat protein
Zosma1g00990	n/a
Zosma1g01000	n/a
Zosma1g01010	WD-repeat protein
Zosma1g01040	Trihelix transcription factor
Zosma1g01050	TNF receptor-associated factor 5
Zosma1g01060	n/a
Zosma1g01070	Hydrolase, TatD family
Zosma1g01080	n/a
Zosma1g01090	n/a
Zosma1g01100	Ring finger protein, putative
Zosma1g01110	Vacuolar iron transporter homolog 4 
Zosma1g01120	DUF895 domain membrane protein
Zosma1g01130	Synaptosomal associated protein, putative
Zosma1g01140	unknown protein
Zosma1g01150	Nuclear transport factor 2 family protein
Zosma1g01160	Hydrolase, alpha/beta fold family protein
Zosma1g01170	F-box family protein-like
Zosma1g01180	14-3-3-like protein GF14 iota 
Zosma1g01190	n/a
Zosma1g01200	40S ribosomal protein S19-3 
Zosma1g01210	Pescadillo, putative
Zosma1g01220	n/a
Zosma1g01230	Iron-sulfur cluster insertion protein erpA
Zosma1g01240	early nodulin-like protein 17
Zosma1g01250	5'-AMP-activated protein kinase subunit gamma-3
Zosma1g01260	Pectate lyase
Zosma1g01270	C2 calcium/lipid-binding plant phosphoribosyltransferase-likeprotein
Zosma1g01280	Isochorismate synthase, putative
Zosma1g01290	3-ketoacyl-CoA synthase
Zosma1g01300	n/a
Zosma1g01310	Pentatricopeptide repeat-containing protein
Zosma1g01320	Non-specific lipid transfer protein GPI-anchored
Zosma1g01330	overexpressor of cationic peroxidase 3
Zosma1g01340	n/a
Zosma1g01350	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunitdelta isoform
Zosma1g01360	Pre-mRNA-splicing factor 38B
Zosma1g01370	Acyl-ACP Thioesterase (Chloroplastic)
Zosma1g01380	n/a
Zosma1g01390	n/a
Zosma1g01400	NMDA receptor-regulated protein, putative
Zosma1g01410	Ring finger protein, putative
Zosma1g01420	n/a
Zosma1g01425	Beta-1,3-endoglucanase, family GH17
Zosma1g01430	hypothetical protein
Zosma1g01440	Glycosyltransferase, family GT1
Zosma1g01450	n/a
Zosma1g01460	Peptidyl-tRNA hydrolase, chloroplastic 
Zosma1g01470	n/a
Zosma1g01480	n/a
Zosma1g01490	Ras-related protein Rab7 
Zosma1g01500	n/a
Zosma1g01510	n/a
Zosma1g01520	Myosin-17 
Zosma1g01530	UDP-glucose:glycoprotein glucosyltransferase, family GT24
Zosma1g01540	n/a
Zosma1g01550	RNA polymerase II-associated protein
Zosma1g01560	GATA transcription factor
Zosma1g01570	n/a
Zosma1g01580	CBM43-containing protein
Zosma1g01590	n/a
Zosma1g01600	Bromodomain-containing protein, putative
Zosma1g01610	Protein trichome birefringence-like 38
Zosma1g01620	n/a
Zosma1g01630	Isocitrate dehydrogenase (NADP(+))
Zosma1g01640	Protein phosphatase 2C
Zosma1g01650	n/a
Zosma1g01660	n/a
Zosma1g01670	n/a
Zosma1g01680	Aldose 1-epimerase-like
Zosma1g01690	V-type proton ATPase subunit E 
Zosma1g01700	S-adenosyl-L-methionine-dependent methyltransferases superfamilyprotein
Zosma1g01710	Mitochondrial transcription termination factor family
Zosma1g01720	ABC transporter G family member
Zosma1g01730	Riboflavin kinase
Zosma1g01740	Sirohydrochlorin ferrochelatase
Zosma1g01750	n/a
Zosma1g01770	n/a
Zosma1g01780	n/a
Zosma1g01790	PCI domain-containing protein, putative
Zosma1g01800	harpin-induced like protein 17
Zosma1g01810	Coiled-coil domain-containing protein, putative
Zosma1g01820	myb domain protein 3r-5
Zosma1g01830	Rop guanine nucleotide exchange factor
Zosma1g01840	Eukaryotic translation initiation factor 3 subunit L
Zosma1g01850	Ribonuclease Z
Zosma1g01860	Cell cycle control protein
Zosma1g01870	CDP-DAG synthase
Zosma1g01880	CBM43-containing protein
Zosma1g01890	PLATZ transcription factor family protein
Zosma1g01900	Choline-phosphate cytidylyltransferase
Zosma1g01910	Vacuolar ATPase assembly integral membrane protein VMA21-likedomain-containing protein
Zosma1g01920	n/a
Zosma1g01930	Pentatricopeptide repeat-containing protein
Zosma1g01940	Protein of unknown function (DUF1138)
Zosma1g01950	Pentatricopeptide repeat-containing protein
Zosma1g01960	n/a
Zosma1g01970	Mediator of RNA polymerase II transcription subunit 20a 
Zosma1g01980	Mediator of RNA polymerase II transcription subunit, putative
Zosma1g01990	50S ribosomal protein L14
Zosma1g02000	vacuolar protein sorting 41
Zosma1g02030	50S ribosomal protein L14
Zosma1g02040	Ribosomal protein S14, mitochondrial 
Zosma1g02060	Glucose-methanol-choline (GMC) oxidoreductase family protein
Zosma1g02070	SPX domain-containing membrane protein
Zosma1g02080	DNA-directed RNA polymerase
Zosma1g02090	n/a
Zosma1g02100	n/a
Zosma1g02110	unknown protein
Zosma1g02120	Peptide-O-fucosyltransferase
Zosma1g02130	unknown protein
Zosma1g02140	n/a
Zosma1g02150	n/a
Zosma1g02160	Probable serine/threonine-protein kinase
Zosma1g02170	Protein of unknown function (DUF630 and DUF632)
Zosma1g02180	n/a
Zosma1g02190	n/a
Zosma1g02200	Expansin-like protein
Zosma1g02210	n/a
Zosma1g02220	n/a
Zosma1g02230	RNA-binding protein
Zosma1g02240	unknown protein
Zosma1g02250	Cytoplasmic tRNA 2-thiolation protein 1 
Zosma1g02260	unknown protein
Zosma1g02270	Ankyrin repeat domain protein, putative
Zosma1g02280	n/a
Zosma1g02290	Chalcone-flavanone isomerase family protein
Zosma1g02300	transcription initiation factor TFIIB
Zosma1g02310	n/a
Zosma1g02320	kinectin-related
Zosma1g02330	Ubiquitin carboxyl-terminal hydrolase family 1 protein
Zosma1g02340	Probable diphthine synthase 
Zosma1g02350	endo-beta-1,4-glucanase, family GH9
Zosma1g02360	Receptor expression-enhancing protein 3
Zosma1g02370	tRNA (Adenine-N(1)-)-methyltransferase non-catalytic subunittrm6
Zosma1g02380	C2H2-like zinc finger protein
Zosma1g02390	n/a
Zosma1g02400	SAUR-like auxin-responsive protein family
Zosma1g02410	YEATS domain-containing protein
Zosma1g02420	SAUR-like auxin-responsive protein family
Zosma1g02430	n/a
Zosma1g02440	Filament-like plant protein 6
Zosma1g02450	Probable ribosome-binding factor A, chloroplastic 
Zosma1g02460	S-adenosyl-L-methionine-dependent methyltransferases superfamilyprotein
Zosma1g02470	Unknown protein
Zosma1g02480	n/a
Zosma1g02490	n/a
Zosma1g02500	n/a
Zosma1g02510	n/a
Zosma1g02520	BZIP family transcription factor, putative, expressed
Zosma1g02530	n/a
Zosma1g02540	Receptor-like protein kinase
Zosma1g02550	Arginine decarboxylase
Zosma1g02560	n/a
Zosma1g02570	n/a
Zosma1g02580	Magnesium protoporphyrin IX methyltransferase
Zosma1g02590	n/a
Zosma1g02600	n/a
Zosma1g02610	3-ketoacyl-CoA synthase
Zosma1g02620	Lung seven transmembrane receptor, putative
Zosma1g02630	n/a
Zosma1g02640	n/a
Zosma1g02650	NAC domain-containing protein 43 
Zosma1g02660	Glutaredoxin family protein
Zosma1g02670	RNA binding protein, putative
Zosma1g02680	n/a
Zosma1g02690	Beta-1,3-endoglucanase, family GH17
Zosma1g02700	n/a
Zosma1g02710	Starch synthase
Zosma1g02730	n/a
Zosma1g02740	n/a
Zosma1g02750	Unknown protein
Zosma1g02760	Mitochondrial transcription termination factor family protein
Zosma1g02770	Neighbor of COX4, putative
Zosma1g02780	Subtilase
Zosma1g02790	RING finger family protein
Zosma1g02800	Fatty acyl-CoA reductase
Zosma1g02810	Heat shock protein DnaJ domain protein
Zosma1g02820	n/a
Zosma1g02830	Protein of unknown function (DUF630 and DUF632)
Zosma1g02840	Probable protein phosphatase 2C 60 
Zosma1g02850	Expansin-A1 
Zosma1g02860	Beta-1,3-endoglucanase, family GH17
Zosma1g02880	RING finger protein 13
Zosma1g02890	26S proteasome regulatory subunit N9
Zosma1g02900	26S proteasome non-atpase regulatory subunit, putative
Zosma1g02910	Actin-depolymerizing factor 5
Zosma1g02920	n/a
Zosma1g02930	n/a
Zosma1g02940	Senescence/dehydration-associated protein-related
Zosma1g02950	Alliinase family protein
Zosma1g02960	Myb-related protein 308 
Zosma1g02970	Peroxidase superfamily protein
Zosma1g02980	Calcium lipid binding protein, putative
Zosma1g02990	n/a
Zosma1g03000	n/a
Zosma1g03010	n/a
Zosma1g03020	n/a
Zosma1g03030	Rac-like GTP-binding protein ARAC3 
Zosma1g03040	Ubiquitin-conjugating enzyme E2 28 
Zosma1g03050	Protein kinase family protein, putative, expressed
Zosma1g03060	Basic-leucine zipper (bZIP) transcription factor family
Zosma1g03070	Peroxidase
Zosma1g03080	n/a
Zosma1g03090	Prostaglandin E synthase
Zosma1g03100	U11/U12 small nuclear ribonucleoprotein 25 kDa protein
Zosma1g03110	unknown protein
Zosma1g03120	PLANT CADMIUM RESISTANCE 2
Zosma1g03130	Glyoxylate/hydroxypyruvate reductase B
Zosma1g03140	SKP1-like protein 11 
Zosma1g03150	unknown protein
Zosma1g03160	endo-1,4-beta-xylanase, family GH10
Zosma1g03170	n/a
Zosma1g03180	n/a
Zosma1g03190	Pathogenesis-related thaumatin-like protein
Zosma1g03200	GAGA-binding transcriptional activator
Zosma1g03210	Auxin transporter-like protein 5 
Zosma1g03220	Cold shock domain-containing protein 4 
Zosma1g03230	Ferredoxin--NADP reductase, chloroplastic 
Zosma1g03240	Armadillo repeat only 2 protein
Zosma1g03260	Chaperone protein dnaJ
Zosma1g03270	Putative SWI/SNF-related matrix-associated actin-dependent regulatorof chromatin subfamily A member 3-like 3 
Zosma1g03280	unknown protein
Zosma1g03290	Ribosomal protein S15 family protein
Zosma1g03300	Protein of unknown function (DUF668)
Zosma1g03310	AT hook motif DNA-binding family protein
Zosma1g03320	Methyltransferase
Zosma1g03330	n/a
Zosma1g03340	Receptor-kinase, putative
Zosma1g03350	unknown protein
Zosma1g03360	Cell morphogenesis protein PAG1
Zosma1g03370	Allene oxide synthase
Zosma1g03380	n/a
Zosma1g03390	Serine/threonine-protein kinase TEL1
Zosma1g03400	n/a
Zosma1g03410	n/a
Zosma1g03420	n/a
Zosma1g03430	Pentatricopeptide repeat-containing protein
Zosma1g03440	n/a
Zosma1g03450	n/a
Zosma1g03460	Peptide-O-fucosyltransferase
Zosma1g03470	n/a
Zosma1g03480	hydroxyacyl-CoA dehydratase
Zosma1g03490	n/a
Zosma1g03500	Pentatricopeptide repeat protein
Zosma1g03510	UDP-Xyl: xylogalacturonan beta-1,3-xylosyltransferase, family GT47
Zosma1g03520	Ubiquitin-protein ligase 1
Zosma1g03530	n/a
Zosma1g03540	Lipase
Zosma1g03550	Coiled-coil domain-containing protein, putative
Zosma1g03560	n/a
Zosma1g03570	n/a
Zosma1g03580	n/a
Zosma1g03590	n/a
Zosma1g03600	n/a
Zosma1g03610	n/a
Zosma1g03620	n/a
Zosma1g03630	Leucine-rich repeat receptor-like protein kinase
Zosma1g03640	n/a
Zosma1g03650	n/a
Zosma1g03660	n/a
Zosma1g03670	n/a
Zosma1g03680	Mitochondrial import inner membrane translocase subunit TIM22-2
Zosma1g03690	n/a
Zosma1g03700	Putative endonuclease or glycosyl hydrolase
Zosma1g03710	n/a
Zosma1g03720	n/a
Zosma1g03730	Pentatricopeptide repeat-containing protein
Zosma1g03740	Glycosyltransferase
Zosma1g03750	n/a
Zosma1g03760	ATP-dependent RNA helicase-like protein
Zosma1g03770	n/a
Zosma1g03780	Cleavage stimulation factor subunit 1-like protein
Zosma1g03790	Mitochondrial carrier protein
Zosma1g03800	n/a
Zosma1g03810	Pyridoxal phosphate phosphatase PHOSPHO2
Zosma1g03820	Cytochrome b5 isoform B 
Zosma1g03830	Alpha-1,4-glucan-protein synthase [UDP-forming], putative
Zosma1g03840	Protein DROOPING LEAF 
Zosma1g03850	n/a
Zosma1g03860	Glucose-6-phosphate dehydrogenase
Zosma1g03870	Glucose-6-phosphate dehydrogenase
Zosma1g03880	Nuclear transcription factor Y subunit B-3
Zosma1g03890	unknown protein
Zosma1g03900	n/a
Zosma1g03910	30S ribosomal protein S10-like
Zosma1g03920	Serine O-acetyltransferase
Zosma1g03930	Small multidrug export protein
Zosma1g03940	n/a
Zosma1g03950	n/a
Zosma1g03960	n/a
Zosma1g03970	n/a
Zosma1g03980	Beta-1,3-GlcNAc transferase, family GT31
Zosma1g04000	n/a
Zosma1g04020	n/a
Zosma1g04040	n/a
Zosma10g00010	n/a
Zosma10g00020	n/a
Zosma10g00030	n/a
Zosma10g00040	Kinase, putative
Zosma10g00050	n/a
Zosma10g00060	n/a
Zosma10g00070	n/a
Zosma10g00120	Uridine kinase
Zosma10g00130	n/a
Zosma10g00140	Protein kinase, putative
Zosma10g00150	xyloglucan alpha-1,2-fucosyltransferase, family GT37
Zosma10g00160	n/a
Zosma10g00170	Ubiquinone/menaquinone biosynthesis methyltransferase ubiE
Zosma10g00180	n/a
Zosma10g00190	light-harvesting complex I chlorophyll a/b binding protein 4
Zosma10g00200	40S ribosomal protein S2-4 
Zosma10g00210	Amino acid transporter
Zosma10g00220	n/a
Zosma10g00230	RING zinc finger-containing protein
Zosma10g00240	60S ribosomal protein L34
Zosma10g00250	RAN guanine nucleotide release factor
Zosma10g00260	TCP transcription factor 17
Zosma10g00270	Ethylene-responsive transcription factor ERF071 
Zosma10g00280	Ubiquitin carboxyl-terminal hydrolase
Zosma10g00290	Kelch repeat-containing protein
Zosma10g00300	Tubulin alpha chain 
Zosma10g00310	Putative peptide transporter, Protein NRT1/ PTR FAMILY 8.4
Zosma10g00320	Protein MEMO1
Zosma10g00330	n/a
Zosma10g00340	Photosystem I reaction center subunit III
Zosma10g00350	n/a
Zosma10g00360	UPF0047 protein yjbQ
Zosma10g00370	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 
Zosma10g00380	Cellulose synthase, family GT2
Zosma10g00390	Chaperone protein dnaJ 10 
Zosma10g00400	Mitochondrial carrier family
Zosma10g00410	UDP-Xyl: xyloglucan alpha-1,6-xylosyltransferase, family GT34
Zosma10g00420	Beta-1,3-endoglucanase, family GH17
Zosma10g00430	Adenylyl-sulfate reductase (glutathione)
Zosma10g00440	n/a
Zosma10g00450	n/a
Zosma10g00460	Intersectin 1 (SH3 domain protein)
Zosma10g00470	n/a
Zosma10g00480	Protein kinase superfamily protein
Zosma10g00490	Zinc finger CCCH domain-containing protein 37 
Zosma10g00500	n/a
Zosma10g00510	Squamosa promoter-binding protein 1 
Zosma10g00520	RING finger protein
Zosma10g00530	Auxin-repressed protein
Zosma10g00540	E3 ubiquitin-protein ligase RING1
Zosma10g00550	RING-H2 finger protein 2B
Zosma10g00560	NADH dehydrogenase, putative
Zosma10g00570	Aminomethyltransferase
Zosma10g00580	tRNA-dihydrouridine synthase
Zosma10g00590	Ankyrin repeat-containing protein
Zosma10g00600	n/a
Zosma10g00610	Uncharacterized protein, chloroplastic 
Zosma10g00620	4-coumarate--CoA ligase like
Zosma10g00630	n/a
Zosma10g00640	WD-40 repeat protein-like
Zosma10g00650	Cleavage and polyadenylation specificity factor subunit 3-I 
Zosma10g00660	Cleavage and polyadenylation specificity factor subunit 3-I 
Zosma10g00670	Bifunctional inhibitor/lipid-transfer protein/seed storage 2Salbumin superfamily protein
Zosma10g00680	Homocysteine s-methyltransferase
Zosma10g00690	n/a
Zosma10g00700	n/a
Zosma10g00710	3-ketoacyl-CoA synthase
Zosma10g00720	n/a
Zosma10g00730	Pentatricopeptide repeat-containing protein
Zosma10g00740	Histone H2A
Zosma10g00750	Ribosomal protein S2, mitochondrial 
Zosma10g00760	Polyribonucleotide nucleotidyltransferase
Zosma10g00770	3-ketoacyl-CoA synthase
Zosma10g00780	Phenylalanine--tRNA ligase
Zosma10g00790	n/a
Zosma10g00800	tRNA-dihydrouridine synthase
Zosma10g00810	n/a
Zosma10g00820	n/a
Zosma10g00830	Exosome complex exonuclease RRP6
Zosma10g00840	n/a
Zosma10g00850	Beta-glucosidase, family GH3
Zosma10g00860	n/a
Zosma10g00870	Glutamyl-tRNA(Gln) amidotransferase subunit C, chloroplastic/mitochondrial
Zosma10g00880	Probable methyltransferase PMT18 
Zosma10g00890	Long Chain Base Kinase
Zosma10g00900	n/a
Zosma10g00910	Germin-like protein subfamily 3 member 3 
Zosma10g00920	n/a
Zosma10g00930	Germin-like protein subfamily 3 member 3 
Zosma10g00940	n/a
Zosma10g00950	n/a
Zosma10g00960	n/a
Zosma10g00970	n/a
Zosma10g00980	n/a
Zosma10g00990	n/a
Zosma10g01000	n/a
Zosma10g01010	n/a
Zosma10g01020	n/a
Zosma10g01030	Germin-like protein subfamily 3 member 3 
Zosma10g01040	n/a
Zosma10g01050	n/a
Zosma10g01060	n/a
Zosma10g01080	Protein kinase, putative
Zosma10g01090	Glutamate receptor
Zosma10g01100	n/a
Zosma10g01110	n/a
Zosma10g01120	Class I peptide chain release factor
Zosma10g01130	Ubiquitin domain-containing protein DSK2b 
Zosma10g01140	n/a
Zosma10g01150	Protein kinase
Zosma10g01160	n/a
Zosma10g01170	Protein phosphatase 2c, putative
Zosma10g01180	Inosine-5'-monophosphate dehydrogenase
Zosma10g01190	RING-H2 finger protein ATL80 
Zosma10g01200	Calcium dependent protein kinase 6
Zosma10g01210	Actin 
Zosma10g01220	n/a
Zosma10g01230	Dihydroflavonol-4-reductase
Zosma10g01240	Kinesin-like protein
Zosma10g01260	Kinase, putative
Zosma10g01250	Mitochondrial transcription termination factor family protein
Zosma10g01270	Squamosa promoter-binding protein, putative
Zosma10g01280	n/a
Zosma10g01290	CBL-interacting serine/threonine-protein kinase 8 
Zosma10g01300	Unknown protein
Zosma10g01310	n/a
Zosma10g01320	Putative methyltransferase family protein
Zosma10g01330	Serine/threonine-protein phosphatase
Zosma10g01340	Thioredoxin-disulfide reductase
Zosma10g01350	AT hook motif DNA-binding family protein
Zosma10g01360	Brefeldin A-inhibited guanine nucleotide-exchange protein 1 
Zosma10g01370	n/a
Zosma10g01380	n/a
Zosma10g01390	Elongation factor 1-delta 
Zosma10g01400	Ubiquitin-specific protease family C19-related protein
Zosma10g01410	n/a
Zosma10g01420	Glutathione S-transferase-O-methyltransferase fusion protein 8
Zosma10g01430	n/a
Zosma10g01440	n/a
Zosma10g01450	Glutathione S-transferase-O-methyltransferase fusion protein 9
Zosma10g01460	n/a
Zosma10g01470	n/a
Zosma10g01480	unknown protein
Zosma10g01490	COP9 signalosome complex subunit 5b
Zosma10g01500	Pentatricopeptide repeat-containing protein
Zosma10g01510	unknown protein
Zosma10g01520	P-loop containing nucleoside triphosphate hydrolases superfamilyprotein
Zosma10g01530	P-loop containing nucleoside triphosphate hydrolases superfamilyprotein
Zosma10g01540	Probable auxin efflux carrier component 2 
Zosma10g01550	n/a
Zosma10g01560	NPR1 protein
Zosma10g01580	n/a
Zosma10g01570	n/a
Zosma10g01590	n/a
Zosma10g01600	Dual specificity protein phosphatase
Zosma10g01610	Scarecrow-like protein 3 
Zosma10g01620	Pyrroline-5-carboxylate reductase
Zosma10g01630	Pyruvate kinase
Zosma10g01640	Retinoblastoma-related protein 
Zosma10g01650	n/a
Zosma10g01660	Retinoblastoma-related protein 
Zosma10g01670	Proton-exporting ATPase
Zosma10g01680	Proton-exporting ATPase
Zosma10g01690	n/a
Zosma10g01700	LisH domain and HEAT repeat-containing protein KIAA1468
Zosma10g01710	n/a
Zosma10g01720	Lipid transfer protein
Zosma10g01730	RNA polymerase II Elongator subunit
Zosma10g01740	n/a
Zosma10g01750	Eukaryotic aspartyl protease family protein
Zosma10g01760	n/a
Zosma10g01770	n/a
Zosma10g01780	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
Zosma100g00010	RING/U-box superfamily protein
Zosma100g00020	GTPase Der
Zosma100g00030	n/a
Zosma100g00040	Dirigent protein 2 
Zosma100g00050	n/a
Zosma100g00060	Auxin efflux carrier protein-like
Zosma100g00070	Armadillo repeat-containing protein
Zosma100g00080	5'-nucleotidase
Zosma100g00090	5'-nucleotidase
Zosma100g00100	n/a
Zosma100g00110	n/a
Zosma100g00120	Vacuole membrane protein, putative
Zosma100g00130	n/a
Zosma100g00140	n/a
Zosma100g00150	Tubulin alpha-1 chain 
Zosma100g00160	Heat shock cognate 70 kDa protein 
Zosma100g00180	Oxidoreductase
Zosma100g00190	Heat shock cognate 70 kDa protein 
Zosma100g00200	Vacuolar protein sorting-associated protein 26B 
Zosma100g00210	n/a
Zosma100g00220	Fructokinase, putative
Zosma100g00230	Importin beta-3, putative
Zosma100g00240	Lipase/lipooxygenase, PLAT/LH2 family protein
Zosma100g00250	Telomerase reverse transcriptase
Zosma100g00260	n/a
Zosma100g00270	Fatty acyl-CoA reductase
Zosma100g00280	Serine/threonine-protein phosphatase
Zosma100g00290	Ubiquitin carboxyl-terminal hydrolase family protein
Zosma100g00300	n/a
Zosma100g00310	Ubiquitin-conjugating enzyme E2 T 
Zosma100g00320	Patatin T5, putative
Zosma100g00330	Glycosyltransferase
Zosma100g00340	n/a
Zosma100g00350	Asparagine synthetase domain-containing protein
Zosma100g00360	DNA-directed RNA polymerase
Zosma100g00370	S receptor kinase
Zosma1002g00010	n/a
Zosma10061g00010	n/a
Zosma10068g00010	n/a
Zosma101g00010	n/a
Zosma101g00020	n/a
Zosma101g00030	n/a
Zosma101g00040	Beta-amylase, family GH14
Zosma101g00050	BY-2 kinesin-like protein 5
Zosma101g00060	n/a
Zosma101g00070	n/a
Zosma101g00090	Glycylpeptide N-tetradecanoyltransferase
Zosma101g00100	n/a
Zosma101g00110	Protein kinase superfamily protein
Zosma101g00120	Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase
Zosma101g00130	Phospholipase D alpha
Zosma101g00140	Phosphoribosylformylglycinamidine cyclo-ligase
Zosma101g00150	n/a
Zosma101g00160	pectin methylesterase, family CE8
Zosma101g00170	n/a
Zosma101g00180	pectin methylesterase, family CE8
Zosma101g00190	Golgi SNAP receptor complex member 1-2 
Zosma101g00200	Protein YABBY 4 
Zosma101g00210	Plant protein of unknown function (DUF641)
Zosma101g00220	Beta-fructofuranosidase
Zosma101g00230	3-hydroxyisobutyryl-CoA hydrolase-like protein
Zosma101g00240	Probable trehalose-phosphate phosphatase
Zosma101g00250	Calmodulin-binding protein-like
Zosma101g00260	ribosomal protein L18
Zosma101g00270	n/a
Zosma101g00280	Zinc finger family protein
Zosma101g00290	Chaperone protein dnaJ, putative
Zosma101g00300	Kinase, putative
Zosma101g00310	Hydrolase, alpha/beta fold family protein
Zosma101g00320	Stress enhanced protein 1
Zosma101g00330	OTU domain-containing protein, putative
Zosma101g00340	Transcription factor MYB44 
Zosma101g00350	unknown protein
Zosma101g00360	n/a
Zosma101g00370	Glycosyltransferase
Zosma101g00380	Chromosome undetermined scaffold_28, whole genome shotgun sequence
Zosma101g00390	Tubby-like F-box protein 14 
Zosma101g00400	n/a
Zosma101g00410	Probable plastid-lipid-associated protein 7, chloroplastic 
Zosma101g00420	n/a
Zosma101g00430	n/a
Zosma101g00440	DNA helicase family protein, expressed
Zosma101g00450	tRNA (cytidine(34)-2'-O)-methyltransferase
Zosma101g00460	Chromosome 4 open reading frame 29
Zosma101g00470	Plant protein of unknown function (DUF641)
Zosma101g00480	unknown protein
Zosma101g00490	Imidazoleglycerol-phosphate dehydratase
Zosma101g00500	Leucine-rich repeat receptor-like protein kinase family
Zosma101g00510	nucleolar proteingar2-related
Zosma101g00520	Acetyl-CoA carboxylase, biotin carboxylase subunit
Zosma101g00530	n/a
Zosma101g00540	n/a
Zosma101g00550	50S ribosomal protein L16, chloroplastic 
Zosma101g00560	unknown protein
Zosma101g00570	Zinc transporter ZTP29 
Zosma101g00580	unknown protein
Zosma101g00590	Anaphase-promoting complex subunit 11 
Zosma101g00600	Zinc finger-like protein
Zosma101g00610	n/a
Zosma101g00620	unknown protein
Zosma101g00630	n/a
Zosma101g00640	n/a
Zosma101g00650	n/a
Zosma101g00660	Fimbrin, putative
Zosma101g00670	Malic enzyme
Zosma101g00680	n/a
Zosma101g00690	n/a
Zosma101g00700	n/a
Zosma101g00710	Mlo-related protein
Zosma101g00720	n/a
Zosma101g00730	Sodium/hydrogen exchanger
